"name","SCHOOLID","Gender","One player games","Collaborative games","Use email","Chat on line","Social networks","Browse the Internet for fun","Read news","Obtain practical information","Download music","Upload content","Internet for school","Email students","Email teachers","Download from School","Announcements","Homework","Share school material"
"Australia","0000001","Female",1,0,2,1,3,1,1,2,2,0,3,2,2,2,0,4,1
"Australia","0000001","Female",0,0,1,2,4,3,0,0,2,1,3,0,1,1,0,3,1
"Australia","0000001","Female",1,1,3,3,3,3,1,2,3,2,2,2,2,2,0,4,2
"Australia","0000001","Male",2,4,2,4,4,4,4,4,4,3,2,1,1,1,0,3,0
"Australia","0000001","Male",2,0,2,3,3,3,2,2,3,0,2,0,1,2,2,3,0
"Australia","0000001","Female",0,1,0,2,4,3,2,2,2,3,3,1,1,3,1,3,2
"Australia","0000001","Female",2,0,2,0,4,2,1,3,2,1,3,2,2,3,0,3,2
"Australia","0000001","Male",0,0,1,0,0,2,0,1,1,0,3,0,0,2,1,3,0
"Australia","0000001","Male",2,0,1,1,3,3,2,2,2,0,3,1,1,1,0,3,1
"Australia","0000001","Male",2,0,2,4,4,3,1,4,4,0,4,1,2,3,0,4,3
"Australia","0000001","Female",0,0,2,0,4,2,0,0,2,0,2,0,0,0,0,2,0
"Australia","0000001","Female",1,0,4,0,4,4,1,2,2,0,3,1,1,1,1,4,1
"Australia","0000001","Female",1,0,2,3,4,4,1,2,3,2,1,2,1,2,0,2,4
"Australia","0000001","Female",0,0,3,3,3,4,1,2,3,0,2,0,0,2,0,3,0
"Australia","0000001","Female",0,0,1,0,4,4,0,2,0,0,3,1,1,2,1,3,2
"Australia","0000001","Male",0,0,1,1,3,2,2,2,2,2,1,2,1,0,1,3,2
"Australia","0000002","Female",0,1,2,2,3,3,2,3,2,2,2,1,1,0,0,2,0
"Australia","0000002","Female",1,1,1,1,4,2,2,0,2,2,1,1,2,1,1,1,1
"Australia","0000002","Female",0,0,3,0,2,2,3,3,3,0,1,2,2,0,0,3,2
"Australia","0000002","Male",4,2,0,4,4,3,1,0,1,0,1,0,0,0,0,1,0
"Australia","0000002","Female",0,0,3,0,3,2,0,1,1,1,2,0,0,0,1,2,0
"Australia","0000002","Male",2,3,2,3,3,3,2,2,2,1,2,0,0,0,0,2,0
"Australia","0000002","Male",2,0,1,3,3,0,2,2,0,1,2,0,0,0,0,3,0
"Australia","0000002","Male",3,2,3,3,4,4,2,2,3,1,2,2,2,2,0,3,2
"Australia","0000002","Female",1,1,2,4,4,4,0,1,2,2,1,0,0,0,0,3,0
"Australia","0000002","Male",1,1,4,4,4,4,2,2,3,0,1,0,0,0,0,3,1
"Australia","0000002","Female",1,3,4,4,4,4,2,1,4,4,1,1,1,1,0,1,1
"Australia","0000002","Female",0,0,0,0,2,2,1,0,1,0,1,0,0,0,0,2,0
"Australia","0000002","Male",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0
"Australia","0000002","Male",1,0,3,4,4,4,0,3,4,1,0,0,0,0,0,0,0
"Australia","0000002","Male",4,4,1,2,0,4,4,2,4,1,1,0,0,0,0,1,0
"Australia","0000002","Female",0,0,3,2,4,2,1,2,2,2,1,0,0,0,0,1,1
"Australia","0000002","Male",4,4,0,4,4,4,0,0,4,0,1,0,0,0,0,2,0
"Australia","0000002","Male",0,0,1,4,4,4,0,0,4,4,0,0,0,0,0,0,0
"Australia","0000002","Female",0,0,3,3,3,2,1,0,0,3,0,0,0,0,0,1,1
"Australia","0000002","Male",2,2,2,2,3,3,2,3,2,0,2,0,1,0,0,2,0
"Australia","0000003","Male",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Australia","0000003","Male",3,4,4,4,2,4,4,2,4,1,2,1,0,0,0,3,0
"Australia","0000003","Male",4,0,2,2,3,2,1,3,1,0,2,1,0,0,0,2,1
"Australia","0000003","Female",1,0,2,0,3,3,3,3,2,0,4,2,1,0,0,3,1
"Australia","0000003","Female",0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0
"Australia","0000003","Male",1,2,2,3,4,4,4,3,4,4,1,0,0,0,0,2,1
"Australia","0000003","Female",0,0,3,3,3,2,2,2,2,1,3,2,1,1,1,2,2
"Australia","0000003","Male",2,1,3,4,4,4,2,2,2,0,3,1,1,1,0,3,1
"Australia","0000003","Male",1,4,3,0,4,4,1,1,2,1,2,1,1,1,0,4,1
"Australia","0000003","Male",2,2,0,0,3,4,2,2,2,1,2,0,0,0,0,2,0
"Australia","0000003","Female",1,1,3,2,2,2,1,2,0,1,2,2,1,0,1,3,2
"Australia","0000003","Male",1,1,4,0,4,3,2,3,2,1,3,1,1,1,0,3,0
"Australia","0000003","Male",2,3,2,2,3,3,3,3,2,1,3,1,1,0,0,3,0
"Australia","0000003","Male",0,0,3,3,2,2,0,3,1,1,3,2,2,3,3,3,2
"Australia","0000003","Female",0,0,2,0,3,2,1,1,1,1,4,4,4,1,1,4,3
"Australia","0000003","Female",0,0,2,0,4,4,1,1,3,0,3,3,1,0,0,4,0
"Australia","0000003","Male",3,0,1,0,3,1,4,0,3,0,2,1,0,0,0,2,0
"Australia","0000003","Male",0,3,2,3,3,4,2,1,1,0,2,0,0,0,0,3,0
"Australia","0000003","Female",2,0,4,1,0,3,4,2,2,0,4,2,0,0,0,3,1
"Australia","0000003","Female",1,1,4,3,4,2,2,2,1,2,3,2,1,2,2,2,1
"Australia","0000003","Female",0,0,1,3,3,3,3,4,4,0,3,2,0,0,0,2,2
"Australia","0000003","Female",1,0,2,2,4,2,2,4,1,1,2,3,2,1,1,4,1
"Australia","0000003","Female",0,0,1,0,4,3,2,2,2,2,3,2,1,0,0,2,2
"Australia","0000003","Female",0,0,4,0,4,3,4,3,0,1,3,2,2,3,2,3,2
"Australia","0000003","Female",0,0,2,3,4,3,2,2,2,2,3,1,0,0,0,3,0
"Australia","0000004","Female",3,0,1,0,4,1,0,0,0,0,2,0,0,0,0,2,0
"Australia","0000004","Female",1,0,2,0,2,2,1,2,0,2,1,0,1,0,0,1,0
"Australia","0000004","Female",1,1,1,0,0,2,0,0,3,0,1,0,0,0,0,1,0
"Australia","0000004","Male",2,2,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0
"Australia","0000004","Male",4,4,0,0,1,4,0,0,3,0,0,0,0,0,0,0,0
"Australia","0000004","Male",3,3,4,4,4,3,0,2,0,0,2,2,0,0,0,3,2
"Australia","0000004","Female",2,0,1,2,3,4,1,1,1,2,1,1,0,0,0,1,1
"Australia","0000004","Male",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"Australia","0000004","Male",1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1
"Australia","0000004","Male",4,1,4,4,4,3,2,2,4,2,2,2,1,1,0,4,1
"Australia","0000004","Male",2,2,2,0,3,3,3,3,3,3,3,2,3,3,3,3,3
"Australia","0000004","Male",2,2,3,3,NA,3,2,3,3,3,2,2,2,2,2,2,2
"Australia","0000004","Female",0,0,3,4,4,4,2,4,4,4,1,0,0,0,0,0,0
"Australia","0000004","Male",3,3,2,3,3,4,3,3,3,1,2,0,2,0,0,4,2
"Australia","0000004","Female",2,2,2,4,4,3,2,2,0,3,2,2,1,1,1,1,1
"Australia","0000004","Female",0,1,2,3,4,3,2,1,0,0,3,3,4,3,2,1,0
"Australia","0000005","Female",0,0,3,4,4,2,2,2,2,1,2,2,2,1,0,3,0
"Australia","0000005","Female",1,0,1,NA,4,4,1,1,3,0,3,1,1,0,0,3,0
"Australia","0000005","Female",1,0,2,2,2,2,1,2,0,0,2,0,1,0,0,3,1
"Australia","0000005","Female",0,0,2,2,3,3,1,1,1,0,2,2,2,0,1,2,0
"Australia","0000005","Female",0,0,2,0,4,3,1,4,0,0,4,2,1,1,0,4,4
"Australia","0000005","Male",4,4,4,3,4,4,1,1,4,4,4,4,2,2,2,4,4
"Australia","0000005","Male",3,3,1,4,4,3,2,3,2,1,2,2,1,0,1,4,3
"Australia","0000005","Male",0,0,2,0,3,2,2,2,1,1,2,2,2,1,1,3,2
"Australia","0000005","Female",0,0,0,0,0,1,1,1,1,0,3,0,1,0,0,3,0
"Australia","0000005","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000005","Female",1,0,2,4,4,3,1,2,2,1,2,2,2,1,0,3,2
"Australia","0000005","Male",3,1,2,3,4,4,2,2,4,0,2,1,2,0,0,3,0
"Australia","0000005","Male",1,1,1,0,4,4,2,3,2,3,2,1,1,0,0,2,0
"Australia","0000005","Female",1,0,0,1,4,3,0,0,3,1,1,1,0,1,0,1,2
"Australia","0000005","Female",0,0,2,0,4,4,0,1,2,0,3,0,1,0,0,3,0
"Australia","0000005","Male",3,3,1,0,3,2,0,2,2,1,2,1,1,2,1,2,1
"Australia","0000005","Female",0,0,2,0,4,3,1,1,3,0,2,0,1,1,0,2,0
"Australia","0000005","Female",1,3,2,4,4,4,2,2,4,1,4,2,1,0,0,3,0
"Australia","0000005","Female",2,0,2,4,4,3,1,3,3,1,2,3,2,1,2,3,3
"Australia","0000006","Male",1,0,2,0,3,2,1,3,3,3,3,1,2,1,2,3,2
"Australia","0000006","Female",0,0,2,0,0,0,0,0,0,0,3,3,3,3,3,3,1
"Australia","0000006","Female",4,0,4,4,4,4,1,4,4,0,3,4,3,2,0,4,2
"Australia","0000006","Male",0,0,4,4,4,4,0,4,0,3,3,4,4,4,4,4,4
"Australia","0000006","Male",2,0,2,3,4,4,1,2,4,1,2,2,2,2,2,3,1
"Australia","0000006","Male",3,3,2,4,4,4,3,3,NA,4,2,3,2,2,2,2,2
"Australia","0000006","Male",2,2,3,2,2,3,1,3,2,3,2,3,1,2,2,4,4
"Australia","0000006","Male",1,2,3,4,4,3,1,3,3,3,2,2,2,2,2,2,2
"Australia","0000006","Male",2,3,2,3,2,2,1,1,2,0,1,1,1,1,2,2,1
"Australia","0000006","Female",0,0,2,3,3,3,2,0,3,3,2,4,4,3,4,4,3
"Australia","0000006","Female",1,0,1,2,4,4,1,4,1,1,3,3,3,3,3,4,2
"Australia","0000006","Male",0,0,1,0,4,3,3,0,4,0,1,1,1,1,1,1,1
"Australia","0000006","Male",2,3,1,4,4,4,3,4,4,1,3,3,2,1,1,3,2
"Australia","0000006","Male",3,3,2,2,2,4,2,2,2,1,1,1,1,1,1,1,1
"Australia","0000006","Female",1,0,4,4,4,4,2,1,3,3,3,4,2,3,3,3,1
"Australia","0000006","Male",3,3,3,4,4,3,2,1,0,2,3,2,2,1,2,3,2
"Australia","0000006","Male",3,0,4,0,0,0,4,3,4,0,3,2,2,3,3,3,1
"Australia","0000006","Female",0,0,4,4,4,4,2,4,4,0,4,4,4,0,0,4,4
"Australia","0000006","Male",3,4,3,0,0,3,NA,3,2,2,4,2,2,2,2,4,1
"Australia","0000007","Female",0,0,4,0,4,4,2,2,2,0,2,0,1,1,0,2,0
"Australia","0000007","Male",3,0,2,0,4,2,1,2,2,1,3,0,1,0,0,4,1
"Australia","0000007","Female",0,0,4,3,4,4,2,2,3,2,4,4,4,4,4,4,4
"Australia","0000007","Female",0,NA,1,NA,4,2,0,NA,1,0,NA,0,0,0,0,NA,NA
"Australia","0000007","Female",0,0,2,0,4,4,2,2,1,0,4,3,2,1,1,4,3
"Australia","0000007","Male",3,2,3,3,3,4,1,3,2,1,3,2,3,1,0,3,1
"Australia","0000007","Female",0,0,3,0,3,2,0,0,0,0,4,4,4,0,0,4,0
"Australia","0000007","Female",0,0,1,0,4,2,0,0,3,0,0,0,0,0,0,3,0
"Australia","0000007","Male",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
"Australia","0000007","Male",4,4,4,4,4,4,0,4,4,4,0,0,0,0,0,2,NA
"Australia","0000007","Female",0,0,3,0,3,1,0,1,1,0,3,0,2,0,2,3,0
"Australia","0000007","Female",0,0,2,2,3,3,2,3,1,1,3,2,2,2,1,3,3
"Australia","0000007","Male",3,3,0,3,3,3,0,2,2,0,2,0,1,0,0,2,0
"Australia","0000007","Female",0,0,4,4,4,3,0,0,3,0,2,2,3,0,0,3,2
"Australia","0000007","Female",0,1,2,3,3,2,0,1,3,0,3,3,2,0,0,3,0
"Australia","0000007","Male",4,4,1,3,4,4,0,0,3,1,0,0,0,0,0,0,0
"Australia","0000007","Male",2,0,2,0,0,1,0,2,0,1,2,1,1,0,0,3,1
"Australia","0000007","Male",1,1,2,1,4,2,1,2,2,0,3,2,2,1,0,3,3
"Australia","0000007","Female",1,1,2,0,3,3,1,2,2,1,2,2,2,1,1,3,1
"Australia","0000008","Male",3,4,4,3,4,2,2,2,3,1,2,2,1,2,1,4,2
"Australia","0000008","Male",0,0,2,3,4,2,0,2,2,1,2,2,0,0,0,2,0
"Australia","0000008","Male",4,1,2,0,2,3,1,2,2,0,4,1,0,0,0,4,0
"Australia","0000008","Male",2,4,4,4,4,4,2,3,4,0,4,0,0,2,0,3,0
"Australia","0000008","Male",1,0,3,2,4,4,2,1,2,3,1,1,1,0,1,2,2
"Australia","0000008","Male",4,4,1,0,4,4,1,2,3,1,2,0,1,0,1,2,1
"Australia","0000008","Female",0,0,2,3,4,2,0,2,0,0,2,2,1,0,1,2,2
"Australia","0000008","Male",4,3,1,0,0,3,2,3,1,0,3,3,0,0,1,4,3
"Australia","0000008","Female",2,0,2,0,4,4,1,2,1,1,3,2,0,0,2,3,2
"Australia","0000008","Male",2,4,2,0,4,3,1,1,1,0,3,0,0,0,0,3,1
"Australia","0000008","Female",0,0,2,0,2,1,1,3,1,0,3,1,1,0,1,3,2
"Australia","0000008","Female",1,1,2,1,4,3,2,2,3,3,3,2,0,0,0,3,0
"Australia","0000009","Female",4,4,0,0,4,4,0,0,4,1,0,0,0,1,0,0,0
"Australia","0000009","Female",0,0,1,1,4,2,1,1,2,0,2,1,2,0,0,2,0
"Australia","0000009","Female",2,2,2,2,4,2,0,1,2,2,0,0,0,0,0,1,0
"Australia","0000009","Male",3,3,3,3,4,4,4,3,4,2,0,0,0,0,0,0,0
"Australia","0000009","Male",3,3,2,2,1,3,1,2,3,2,1,1,2,2,1,2,1
"Australia","0000009","Male",2,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"Australia","0000009","Female",1,0,1,4,4,4,4,2,2,0,2,2,2,2,2,2,2
"Australia","0000009","Male",2,1,4,4,4,4,2,3,4,4,4,4,2,4,4,2,3
"Australia","0000009","Male",3,0,2,3,3,3,0,0,2,0,0,0,0,0,0,0,0
"Australia","0000009","Female",1,1,1,2,4,3,0,1,2,0,1,0,1,0,0,1,0
"Australia","0000009","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000009","Female",0,0,1,0,4,1,1,2,1,0,2,0,0,0,0,2,0
"Australia","0000009","Male",2,2,2,2,3,4,4,4,4,1,2,0,0,0,0,2,2
"Australia","0000009","Female",1,0,3,3,3,4,3,2,3,1,2,1,1,0,0,2,1
"Australia","0000009","Male",4,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
"Australia","0000009","Male",3,4,2,3,4,4,0,1,2,0,0,0,0,0,0,0,0
"Australia","0000009","Male",2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,3,1
"Australia","0000010","Male",1,3,4,1,2,4,1,1,1,1,3,3,0,3,2,4,1
"Australia","0000010","Male",2,2,4,4,4,4,4,4,2,3,4,4,4,3,4,4,4
"Australia","0000010","Male",2,2,3,4,4,3,2,1,2,0,2,0,1,3,1,2,0
"Australia","0000010","Male",2,1,2,3,3,3,2,NA,3,3,2,NA,NA,NA,NA,NA,NA
"Australia","0000010","Male",2,1,3,NA,3,3,3,2,1,3,4,1,3,2,4,4,1
"Australia","0000010","Male",0,0,3,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000010","Male",2,3,4,4,4,4,4,2,3,1,3,3,3,3,3,3,3
"Australia","0000010","Male",1,0,3,4,4,4,2,3,4,0,3,2,1,1,0,3,2
"Australia","0000010","Male",2,0,4,2,4,2,2,3,1,0,3,4,4,4,4,4,2
"Australia","0000010","Male",3,0,3,0,4,4,2,2,0,0,4,0,0,1,0,4,1
"Australia","0000010","Male",0,4,4,4,1,4,1,2,1,0,3,0,1,0,3,4,2
"Australia","0000010","Male",2,0,4,0,4,4,2,1,0,1,3,4,3,3,2,4,2
"Australia","0000010","Male",3,2,2,3,3,3,2,3,3,0,4,1,2,3,2,4,2
"Australia","0000010","Male",1,1,3,3,4,3,3,3,4,1,3,3,3,3,1,4,3
"Australia","0000010","Male",0,0,4,3,3,3,2,4,2,0,3,2,2,2,2,4,1
"Australia","0000010","Male",2,3,4,0,0,3,2,1,2,0,4,4,3,3,4,4,4
"Australia","0000010","Male",0,1,2,3,4,1,2,1,1,0,2,2,2,2,1,2,2
"Australia","0000011","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000011","Female",0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000011","Female",3,2,2,0,0,0,0,0,4,0,1,NA,1,1,1,1,1
"Australia","0000011","Female",0,0,2,0,2,1,2,1,1,2,2,1,1,2,0,2,0
"Australia","0000011","Male",0,0,1,3,3,3,1,2,0,0,2,0,0,0,0,1,0
"Australia","0000011","Female",3,0,2,1,0,3,0,2,3,0,3,1,2,1,0,3,1
"Australia","0000011","Female",2,0,1,2,3,3,3,3,2,3,3,3,3,0,0,2,3
"Australia","0000011","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000011","Male",3,4,1,0,3,3,2,3,2,0,2,1,1,0,0,2,1
"Australia","0000011","Male",0,3,2,0,2,4,1,4,4,2,2,0,1,0,0,2,2
"Australia","0000011","Female",0,0,NA,0,4,1,0,2,1,0,2,2,1,0,0,3,1
"Australia","0000011","Male",2,4,3,4,4,4,2,3,4,4,4,4,4,4,3,3,4
"Australia","0000011","Female",0,0,1,1,4,3,0,1,2,1,2,1,0,0,0,2,1
"Australia","0000011","Male",1,0,1,1,4,1,0,2,2,0,2,1,1,1,1,1,1
"Australia","0000011","Male",2,2,0,0,2,2,0,1,1,0,2,0,0,0,0,2,1
"Australia","0000011","Male",4,4,0,0,4,4,0,0,4,4,0,0,0,0,0,0,0
"Australia","0000011","Male",3,3,1,3,3,3,1,2,3,1,2,0,0,0,0,3,0
"Australia","0000011","Male",0,0,3,0,0,3,3,3,1,0,3,0,2,1,0,4,1
"Australia","0000011","Female",0,0,1,1,4,2,2,2,2,1,3,1,2,0,1,2,1
"Australia","0000012","Female",1,1,4,1,4,4,0,3,4,0,2,0,0,0,0,1,0
"Australia","0000012","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000012","Male",2,3,1,0,0,3,0,2,1,0,1,0,0,0,0,0,0
"Australia","0000012","Male",4,4,3,2,2,3,1,1,1,1,2,2,1,1,1,3,1
"Australia","0000012","Male",0,1,2,0,4,3,0,2,3,1,1,1,3,2,0,4,3
"Australia","0000012","Male",2,3,1,3,3,4,3,2,4,2,2,2,2,1,1,2,1
"Australia","0000012","Male",3,3,2,2,1,3,1,2,1,0,3,1,1,1,2,3,1
"Australia","0000012","Male",0,0,2,2,2,1,1,1,1,0,2,0,1,0,1,0,0
"Australia","0000012","Male",4,4,2,2,4,4,0,1,4,0,2,0,1,1,0,3,1
"Australia","0000012","Male",1,1,1,1,3,3,1,1,2,1,2,2,2,2,2,2,2
"Australia","0000012","Female",3,1,3,4,4,4,0,0,3,3,2,3,1,0,0,2,1
"Australia","0000012","Male",2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2
"Australia","0000012","Male",4,2,0,4,4,4,0,1,4,1,2,0,1,0,0,2,1
"Australia","0000012","Female",0,0,0,0,4,3,0,2,2,0,2,1,1,0,0,1,0
"Australia","0000012","Male",4,4,4,4,4,4,0,4,4,4,2,0,1,1,2,2,0
"Australia","0000012","Female",2,1,3,0,4,4,2,2,4,0,2,1,1,0,2,3,1
"Australia","0000012","Female",0,0,3,3,4,4,0,1,3,0,1,0,0,0,1,0,0
"Australia","0000012","Female",0,0,1,0,4,1,0,2,3,0,2,2,1,4,3,2,0
"Australia","0000012","Female",0,0,1,4,4,3,1,2,2,0,2,0,0,0,0,1,0
"Australia","0000012","Male",3,3,2,2,4,3,3,2,0,0,2,1,2,1,0,2,1
"Australia","0000012","Female",1,1,2,4,4,4,2,1,4,0,1,0,0,0,1,2,2
"Australia","0000012","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000012","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000012","Female",0,0,2,0,3,3,1,3,0,0,2,0,0,0,1,2,0
"Australia","0000012","Male",1,0,2,0,2,2,3,3,1,1,3,3,3,2,2,2,1
"Australia","0000013","Male",0,0,4,4,4,4,3,4,4,1,4,2,0,1,0,0,0
"Australia","0000013","Female",1,0,2,2,3,4,2,4,1,1,4,4,1,2,1,4,4
"Australia","0000013","Female",0,0,4,0,3,2,0,1,0,1,2,0,1,1,0,3,0
"Australia","0000013","Female",0,0,2,0,3,3,3,2,3,3,3,2,1,0,0,3,2
"Australia","0000013","Male",1,0,4,2,0,2,2,2,1,0,2,2,0,1,0,2,1
"Australia","0000013","Female",0,0,1,0,0,1,1,2,2,3,2,2,2,2,0,3,1
"Australia","0000013","Female",0,0,2,0,2,1,2,2,3,1,4,2,1,1,1,4,2
"Australia","0000013","Female",1,0,2,4,4,4,1,2,4,0,4,2,1,3,1,4,2
"Australia","0000013","Male",0,0,2,4,4,4,4,3,4,0,2,1,1,1,1,4,0
"Australia","0000013","Female",2,0,3,0,0,3,0,1,2,0,3,1,0,0,0,4,0
"Australia","0000013","Female",0,0,3,2,2,2,3,3,0,2,3,1,1,1,0,4,1
"Australia","0000013","Female",2,0,4,3,4,3,1,3,3,3,3,3,1,1,0,4,3
"Australia","0000013","Female",0,0,2,0,4,4,4,4,4,0,4,1,1,2,0,0,1
"Australia","0000013","Female",2,0,3,0,4,4,2,2,1,0,2,3,1,0,0,3,0
"Australia","0000013","Male",3,1,4,4,4,4,4,1,4,4,4,4,4,4,0,4,4
"Australia","0000013","Male",1,1,3,4,4,4,4,4,4,4,4,3,1,2,2,3,3
"Australia","0000013","Female",0,0,3,NA,4,3,3,3,3,0,3,3,3,3,1,4,2
"Australia","0000013","Female",1,0,3,2,4,3,1,2,0,0,4,2,1,2,1,4,1
"Australia","0000013","Female",0,0,2,3,3,3,3,3,3,0,3,1,0,0,0,3,0
"Australia","0000013","Male",4,4,4,4,4,4,3,4,4,1,4,3,3,2,0,4,2
"Australia","0000013","Female",1,0,3,2,2,3,2,2,3,2,4,2,1,1,1,3,1
"Australia","0000013","Female",0,0,4,4,4,4,4,4,4,0,4,4,4,4,2,4,4
"Australia","0000013","Male",1,3,4,2,3,4,4,2,2,0,4,2,1,2,0,4,1
"Australia","0000013","Female",0,0,3,4,4,3,0,2,2,2,2,1,1,0,0,2,0
"Australia","0000014","Male",1,0,2,2,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA
"Australia","0000014","Female",0,0,2,0,3,2,0,2,1,0,2,0,0,0,0,2,1
"Australia","0000014","Female",1,0,2,0,0,1,0,3,1,0,2,0,1,1,0,2,0
"Australia","0000014","Female",0,0,2,3,3,3,1,1,3,3,2,1,2,1,0,3,0
"Australia","0000014","Male",0,0,0,0,0,1,0,2,1,0,2,2,2,2,0,2,0
"Australia","0000014","Female",0,0,1,0,4,3,1,1,2,0,2,0,1,1,0,2,0
"Australia","0000014","Male",2,0,2,0,1,3,2,4,1,0,4,0,1,1,0,4,0
"Australia","0000014","Male",3,3,3,3,3,4,2,3,3,0,2,2,2,2,2,3,2
"Australia","0000014","Female",1,0,1,1,4,4,0,2,4,0,2,4,4,4,3,3,0
"Australia","0000014","Male",0,0,2,0,2,2,0,1,1,1,1,0,0,0,0,1,0
"Australia","0000014","Female",1,0,3,0,3,2,0,1,1,2,1,3,2,3,0,1,1
"Australia","0000014","Female",2,0,3,2,4,4,2,3,4,0,1,0,0,0,0,2,0
"Australia","0000014","Male",2,1,NA,0,3,3,2,3,3,3,2,2,2,2,2,3,2
"Australia","0000014","Male",0,0,2,1,0,2,0,2,1,0,1,1,1,1,0,2,3
"Australia","0000014","Male",0,1,3,4,4,3,2,2,3,1,2,1,2,1,0,2,3
"Australia","0000014","Male",2,3,3,4,4,3,4,3,3,2,2,2,2,3,0,3,3
"Australia","0000014","Male",3,3,1,2,2,3,1,1,1,1,0,0,0,0,0,1,0
"Australia","0000014","Female",0,0,1,0,0,0,0,2,1,0,1,0,1,0,0,2,0
"Australia","0000014","Female",2,2,3,3,4,4,1,1,4,0,1,0,0,0,0,0,0
"Australia","0000014","Female",2,0,3,0,4,3,1,2,2,0,1,1,3,1,0,2,1
"Australia","0000015","Female",0,0,3,4,4,4,2,3,4,0,3,0,0,0,0,4,1
"Australia","0000015","Female",1,0,2,4,4,3,1,0,4,4,1,0,0,4,0,2,1
"Australia","0000015","Male",1,0,2,3,4,4,0,2,1,0,3,2,2,2,1,2,2
"Australia","0000015","Male",0,0,4,0,0,2,3,0,2,0,2,1,1,0,0,2,1
"Australia","0000015","Female",0,1,1,0,3,3,0,0,2,0,2,1,0,2,0,2,0
"Australia","0000015","Male",0,0,0,0,4,4,0,0,4,4,3,2,0,4,0,3,0
"Australia","0000015","Female",1,0,2,0,4,4,1,3,3,2,NA,NA,NA,NA,NA,NA,NA
"Australia","0000015","Female",0,0,1,0,3,3,1,1,2,0,1,0,0,0,0,1,0
"Australia","0000015","Female",1,0,3,3,4,3,1,1,3,0,3,4,1,3,0,1,0
"Australia","0000015","Male",0,0,2,0,0,2,2,2,2,0,1,1,1,0,0,1,0
"Australia","0000015","Male",1,1,4,4,4,3,3,4,3,1,4,2,1,1,1,4,1
"Australia","0000015","Male",1,0,1,0,2,2,2,1,2,1,1,1,0,0,0,0,1
"Australia","0000015","Female",4,0,1,1,4,4,0,1,1,1,2,2,1,1,1,3,1
"Australia","0000015","Female",0,0,0,0,4,4,1,0,4,4,3,3,0,0,0,3,1
"Australia","0000015","Female",3,2,3,0,0,4,1,1,3,1,2,0,0,0,0,2,0
"Australia","0000015","Male",0,0,3,0,0,0,1,2,0,0,4,3,2,0,0,4,2
"Australia","0000015","Male",2,2,1,4,4,4,4,2,4,0,2,2,0,0,0,2,0
"Australia","0000015","Male",3,1,1,2,4,4,1,3,4,0,2,0,0,0,0,2,2
"Australia","0000015","Female",1,0,2,4,4,2,4,3,2,0,3,1,0,0,0,0,2
"Australia","0000015","Male",0,0,1,1,3,3,2,2,2,1,1,1,1,1,0,1,1
"Australia","0000016","Male",2,0,1,0,0,4,0,1,1,0,1,0,0,0,0,1,0
"Australia","0000016","Female",3,0,3,1,1,1,0,1,0,0,1,1,0,0,0,3,1
"Australia","0000016","Female",1,0,1,2,3,1,0,1,1,0,0,0,1,0,0,0,0
"Australia","0000016","Female",0,0,2,4,4,3,2,3,2,1,1,1,2,0,0,2,2
"Australia","0000016","Female",0,0,3,0,3,0,2,0,1,0,2,0,0,0,0,2,0
"Australia","0000016","Female",2,1,3,4,4,3,1,2,2,2,1,0,0,1,0,1,1
"Australia","0000016","Female",2,1,1,0,3,2,0,1,2,0,0,0,0,0,0,1,0
"Australia","0000016","Male",0,0,0,0,4,4,1,0,4,0,1,0,0,0,0,1,0
"Australia","0000016","Female",3,0,1,3,4,2,1,1,1,1,2,2,1,0,0,3,2
"Australia","0000016","Female",1,0,0,0,3,1,2,1,1,0,1,0,0,1,0,2,1
